GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,playerName,TEAM_ID,team,period,minutesRemaining,secondsRemaining,eventType,ACTION_TYPE,SHOT_TYPE,shotZone,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,shotDistance,locationX,locationY,shotAttempted,shotMade,gameDate,HTM,VTM,season,shotClock,defenderDistance,dribbles,touchTime,gameTimeRemaining,courtDistance,lateGameShot,cornerThree
Shot Chart Detail,22301155,422,202691,Klay Thompson,1610612744,Golden State Warriors,3,7,31,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,-11.0,28.0,1,1,20240409,LAL,GSW,1970,,,,,1891,30.083217912982647,0,0
Shot Chart Detail,22301155,506,202691,Klay Thompson,1610612744,Golden State Warriors,3,0,59,Made Shot,Pullup Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,10.0,33.0,1,1,20240409,LAL,GSW,1970,,,,,1499,34.48187929913333,0,0
Shot Chart Detail,22301182,63,202691,Klay Thompson,1610612744,Golden State Warriors,1,7,13,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,20240412,GSW,NOP,1970,,,,,433,0.0,0,0
Shot Chart Detail,22301198,139,202691,Klay Thompson,1610612744,Golden State Warriors,1,0,12,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-22.0,20.0,1,1,20240414,GSW,UTA,1970,,,,,12,29.732137494637012,1,0
Shot Chart Detail,22301222,310,202691,Klay Thompson,1610612744,Golden State Warriors,2,2,1,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,17.0,-2.0,1,1,20231208,OKC,GSW,1970,,,,,841,17.11724276862369,0,0
Shot Chart Detail,22200727,581,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,2,18,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.6837574076564178,-10.57751623863568,9.146771362566664,1,0,20230125,POR,UTA,1970,,,,,2298,13.98382194314813,0,0
Shot Chart Detail,22200420,239,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,7,27,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.1469560724264199,0.4438498514571272,6.081002769635835,1,0,20221214,SAS,POR,1970,,,,,1167,6.097179460615966,0,0
Shot Chart Detail,22300880,232,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,3,5,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.4675093422520456,5.695595667936371,13.985871098278851,1,0,20240304,MIL,LAC,1970,,,,,905,15.101139042810223,0,0
Shot Chart Detail,22200931,99,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,4,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.368750784082499,27.7745343791898,24.957361710718907,1,0,20230228,GSW,POR,1970,,,,,269,37.340255268817515,0,0
Shot Chart Detail,22301201,133,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,1,33,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.8151376364547396,-12.54091959682409,21.457927614650348,1,0,20231205,MIL,NYK,1970,,,,,93,24.85391964760449,1,0
Shot Chart Detail,22301044,13,202691,Klay Thompson,1610612744,Golden State Warriors,1,10,55,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.3190704555960586,0.3640279421107038,17.626873977449883,1,0,20240326,MIA,GSW,1970,,,,,655,17.630632505940824,0,0
Shot Chart Detail,22300002,658,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,0,37,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,3.6478664495117705,20.120014932773792,29.193699004040237,1,0,20231103,MIL,NYK,1970,,,,,2197,35.455423596870766,0,0
Shot Chart Detail,22200996,370,202691,Klay Thompson,1610612744,Golden State Warriors,2,0,6,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.412732611595988,6.259498698607844,20.370891006924275,1,0,20230309,MEM,GSW,1970,,,,,726,21.31090153827054,0,0
Shot Chart Detail,22200631,197,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,10,9,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.6159794225754958,-22.394383215804304,8.80089646855916,1,0,20230112,POR,CLE,1970,,,,,1329,24.061674469300648,0,0
Shot Chart Detail,22301007,212,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,5,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.2321613230667197,13.925298337008616,-7.795088274872782,1,0,20240321,MIL,BKN,1970,,,,,1042,15.95861319124422,0,0
Shot Chart Detail,22201074,458,202691,Klay Thompson,1610612744,Golden State Warriors,3,1,30,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.2235955487746822,12.899391913223647,7.219892513263072,1,0,20230320,HOU,GSW,1970,,,,,1530,14.782461217064355,0,0
Shot Chart Detail,22300998,589,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,1,32,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.361122151756658,-8.770876782690875,12.496706345218138,1,0,20240320,BOS,MIL,1970,,,,,2252,15.267480113488313,0,0
Shot Chart Detail,22301162,373,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,6,13,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.1341688843067567,-9.662173432529372,8.37122457136564,1,0,20240410,MIL,ORL,1970,,,,,1813,12.784169752647697,0,0
Shot Chart Detail,22200830,238,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,5,55,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0805477139983886,-22.79002826486359,17.144035549543705,1,0,20230208,POR,GSW,1970,,,,,1075,28.518473718579326,0,0
Shot Chart Detail,22200867,333,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,10,7,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.1424257360705652,2.6615324776982487,2.888542791817022,1,0,20230213,POR,LAL,1970,,,,,2047,3.927777309115253,0,0
Shot Chart Detail,22200559,601,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,6,50,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.6255903939673368,5.957190453191674,14.22079091662106,1,0,20230102,POR,DET,1970,,,,,2570,15.418139070259098,0,0
Shot Chart Detail,22200977,94,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,3,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.3380740589333486,-28.26897017836385,-5.185614457952617,1,0,20230306,DET,POR,1970,,,,,220,28.740655390087262,0,0
Shot Chart Detail,22200931,368,202691,Klay Thompson,1610612744,Golden State Warriors,3,9,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0124941187276875,-12.43638487848384,13.735956022761846,1,0,20230228,GSW,POR,1970,,,,,2014,18.529440269609577,0,0
Shot Chart Detail,22200977,94,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,3,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.446531176029944,-22.477044499316463,2.2765569799816587,1,0,20230306,DET,POR,1970,,,,,220,22.59203933042247,0,0
Shot Chart Detail,22200830,545,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,6,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.6653851089727862,-19.828847888275764,7.185916718334433,1,0,20230208,POR,GSW,1970,,,,,2549,21.09077067485246,0,0
Shot Chart Detail,22300027,34,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,9,16,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.3997742267234368,-21.55301563974187,5.155478652418164,1,0,20231117,CHA,MIL,1970,,,,,556,22.161034346403984,0,0
Shot Chart Detail,22201053,574,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,5,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.066382319990123,10.451509366924524,1.2886768588722557,1,0,20230317,POR,BOS,1970,,,,,2481,10.530656964002954,0,0
Shot Chart Detail,22301122,564,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,7,30,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.79456244213237,-14.488447936330743,8.0742033249202,1,0,20240405,MIL,TOR,1970,,,,,2610,16.5863764257272,0,0
Shot Chart Detail,22300528,286,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,1,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.4344236435458573,3.732231265361024,14.491780130725076,1,0,20240111,MIL,BOS,1970,,,,,814,14.964666437158446,0,0
Shot Chart Detail,22300346,85,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,5,17,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.463302891219562,-13.64964212468042,0.6659448605664755,1,0,20231217,MIL,HOU,1970,,,,,317,13.665877677235558,0,0
Shot Chart Detail,22300219,78,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,5,41,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0734240585944751,13.840472231029832,7.241470206446429,1,0,20231120,WAS,MIL,1970,,,,,341,15.62042132366343,0,0
Shot Chart Detail,22300027,34,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,9,16,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.4144094332759964,-9.475752493562007,13.35508248928239,1,0,20231117,CHA,MIL,1970,,,,,556,16.375228658396917,0,0
Shot Chart Detail,22200571,417,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,7,32,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.9827395110230577,-19.283699946461383,5.549448938411272,1,0,20230104,MIN,POR,1970,,,,,1892,20.066326697858496,0,0
Shot Chart Detail,22300228,438,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,1,31,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.8433621023419096,-7.412517818383753,25.463376885234823,1,0,20231122,BOS,MIL,1970,,,,,1531,26.520350352274153,0,0
Shot Chart Detail,22300273,50,202691,Klay Thompson,1610612744,Golden State Warriors,1,7,9,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.7220624256803807,16.081342850353995,30.652378640472563,1,0,20231130,GSW,LAC,1970,,,,,429,34.61470647267618,0,0
Shot Chart Detail,22200647,396,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,5,52,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.4287564384616136,12.462834734911958,4.187550880519535,1,0,20230114,POR,DAL,1970,,,,,1792,13.147540911009479,0,0
Shot Chart Detail,22300998,589,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,1,32,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.7755309682794997,-18.449091824704464,14.01443064202961,1,0,20240320,BOS,MIL,1970,,,,,2252,23.168367559598057,0,0
Shot Chart Detail,22301044,55,202691,Klay Thompson,1610612744,Golden State Warriors,1,7,11,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.65092793223125,26.934266647401977,18.247150685793663,1,0,20240326,MIA,GSW,1970,,,,,431,32.53326340813984,0,0
Shot Chart Detail,22300126,632,202691,Klay Thompson,1610612744,Golden State Warriors,4,1,28,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.892954317956512,-25.060813518686743,9.893175520147857,1,0,20231101,GSW,SAC,1970,,,,,2248,26.94288952749584,0,0
Shot Chart Detail,22300165,678,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,1,33,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.8365571014754876,-14.414264217142565,-9.329064092314002,1,0,20231108,MIL,DET,1970,,,,,2253,17.16981216438022,0,0
Shot Chart Detail,22300717,207,202691,Klay Thompson,1610612744,Golden State Warriors,2,9,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.665876559299188,-13.49569989606644,17.5424583678435,1,0,20240205,BKN,GSW,1970,,,,,1303,22.133046814033765,0,0
Shot Chart Detail,22300702,303,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,1,59,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.915902542356013,11.85314381101089,5.278164342830138,1,0,20240203,DAL,MIL,1970,,,,,839,12.975208554563942,0,0
Shot Chart Detail,22300880,292,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,11,0,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0306314925944176,-5.897684880077386,14.76047558597527,1,0,20240304,MIL,LAC,1970,,,,,2100,15.895103852094373,0,0
Shot Chart Detail,22200458,695,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,0,3,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.6723269056380392,5.793113743456808,-6.930139765155555,1,0,20221219,OKC,POR,1970,,,,,2163,9.032552463684805,0,0
Shot Chart Detail,22200830,545,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,6,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.538115437003926,-10.44229788903443,5.138019519797657,1,0,20230208,POR,GSW,1970,,,,,2549,11.637904871116392,0,0
Shot Chart Detail,22200996,49,202691,Klay Thompson,1610612744,Golden State Warriors,1,8,0,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.304057388329297,-23.226525329003188,12.820577062967155,1,0,20230309,MEM,GSW,1970,,,,,480,26.529958067933432,0,0
Shot Chart Detail,22300717,207,202691,Klay Thompson,1610612744,Golden State Warriors,2,9,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.7761411831195004,0.2014067083242459,23.40103826057986,1,0,20240205,BKN,GSW,1970,,,,,1303,23.401904972358135,0,0
Shot Chart Detail,22300228,417,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,3,38,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.905737445747443,2.8429654893868133,26.000107731574342,1,0,20231122,BOS,MIL,1970,,,,,1658,26.155077037304178,0,0
Shot Chart Detail,22300165,621,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,6,9,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.155429327668466,-18.41989584633082,14.89934482322782,1,0,20231108,MIL,DET,1970,,,,,2529,23.69141277237643,0,0
Shot Chart Detail,22300477,563,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,6,50,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.2784419664571526,6.7579182158985285,3.463829804481552,1,0,20240104,SAS,MIL,1970,,,,,2570,7.593917008184107,0,0
Shot Chart Detail,22300808,566,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,6,44,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.8875885280165821,-9.479493303507669,22.20472827599857,1,0,20240223,MIN,MIL,1970,,,,,2564,24.143544708724463,0,0
Shot Chart Detail,22200037,95,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,5,37,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.927438481558181,26.250936584400755,16.677812858685144,1,0,20221023,LAL,POR,1970,,,,,337,31.10082174649978,0,0
Shot Chart Detail,22300915,270,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,2,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.889569315585522,23.15607188977372,12.934954919737198,1,0,20240308,LAL,MIL,1970,,,,,846,26.52388968722352,0,0
Shot Chart Detail,22300592,685,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,2,11,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.707828814196445,-8.707234954604745,25.833906285039035,1,0,20240120,DET,MIL,1970,,,,,2291,27.26181678646656,0,0
Shot Chart Detail,22300899,270,202691,Klay Thompson,1610612744,Golden State Warriors,2,2,15,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.7480226217931143,1.3501776595266888,23.784160052513226,1,0,20240306,GSW,MIL,1970,,,,,855,23.822452625954593,0,0
Shot Chart Detail,22200182,360,202691,Klay Thompson,1610612744,Golden State Warriors,3,10,58,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.7631497354903157,5.491988933682741,16.194959667791327,1,0,20221111,GSW,CLE,1970,,,,,2098,17.100838023005817,0,0
Shot Chart Detail,22300286,269,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,2,51,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.2959939896870995,15.080535318099823,-0.4203567411350009,1,0,20231202,MIL,ATL,1970,,,,,891,15.086392718946229,0,0
Shot Chart Detail,22300466,462,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,3,24,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.6714747768771061,-15.978576007526955,8.211793472859664,1,0,20240103,IND,MIL,1970,,,,,1644,17.965200896990176,0,0
Shot Chart Detail,22200787,541,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,5,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.582655241987707,-18.526496924908635,34.180653713368464,1,0,20230203,WAS,POR,1970,,,,,2489,38.87863393410137,0,0
Shot Chart Detail,22300228,331,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,9,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.438993158738299,18.712782950832068,32.77427080744417,1,0,20231122,BOS,MIL,1970,,,,,2022,37.740178493545024,0,0
Shot Chart Detail,22200407,306,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,2,6,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.8279881767970589,1.2142493144518078,-1.7513489869629133,1,0,20221212,POR,MIN,1970,,,,,846,2.131108789288503,0,0
Shot Chart Detail,22300592,514,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,2,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.7034290464652917,-11.323657922888469,24.97382472097088,1,0,20240120,DET,MIL,1970,,,,,1573,27.4211077447351,0,0
Shot Chart Detail,22300388,326,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,10,56,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.7823503424176614,-9.032820246471433,16.509177288067942,1,0,20231223,NYK,MIL,1970,,,,,2096,18.81873471660416,0,0
Shot Chart Detail,22200986,275,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,5,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.481720157633725,11.059759577328554,25.308743577510477,1,0,20230308,BOS,POR,1970,,,,,1027,27.619753499632985,0,0
Shot Chart Detail,22300049,623,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,3,18,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.155312036106696,-15.634634612845431,5.426265589670496,1,0,20231124,MIL,WAS,1970,,,,,2358,16.54950626837026,0,0
Shot Chart Detail,22300958,442,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,10,9,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.30436672903026,1.4804703425719854,29.43337130687956,1,0,20240314,MIL,PHI,1970,,,,,2769,29.470580905775787,0,0
Shot Chart Detail,22300880,319,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,9,2,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.4088965748088944,-6.703192238794027,18.90350294959124,1,0,20240304,MIL,LAC,1970,,,,,1982,20.056799594038754,0,0
Shot Chart Detail,22200771,435,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,6,39,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.8137636899662104,16.651341986710722,8.930760330102764,1,0,20230201,MEM,POR,1970,,,,,1839,18.895122916565867,0,0
Shot Chart Detail,22301097,145,202691,Klay Thompson,1610612744,Golden State Warriors,1,2,24,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0684715559890385,-6.843275497261601,20.51434226789082,1,0,20240405,DAL,GSW,1970,,,,,144,21.625648157121045,0,0
Shot Chart Detail,22300386,80,202691,Klay Thompson,1610612744,Golden State Warriors,1,5,19,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.2328780201371683,-3.621519015314341,2.79208785511156,1,0,20231222,GSW,WAS,1970,,,,,319,4.572871588941114,0,0
Shot Chart Detail,22200751,346,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,6,2,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.3833938643534951,10.632672709532049,9.903919179188184,1,0,20230128,POR,TOR,1970,,,,,1802,14.530703494873164,0,0
Shot Chart Detail,22300769,230,202691,Klay Thompson,1610612744,Golden State Warriors,2,6,48,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.17774998270968,-22.63655261351639,15.158192161794329,1,0,20240212,UTA,GSW,1970,,,,,1128,27.24305973708494,0,0
Shot Chart Detail,22300880,292,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,11,0,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.84438519048532,6.134054122778019,5.050996893159831,1,0,20240304,MIL,LAC,1970,,,,,2100,7.946017215931531,0,0
Shot Chart Detail,22300269,294,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,3,58,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0543535853903822,12.512271850001795,4.349659535643351,1,0,20231130,CHI,MIL,1970,,,,,958,13.246753750423553,0,0
Shot Chart Detail,22300334,112,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,3,36,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.703527671925239,-28.9493146757806,11.551680629917758,1,0,20231216,MIL,DET,1970,,,,,216,31.168961252710734,0,0
Shot Chart Detail,22200647,536,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,7,1,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.7494338997277403,5.103283226340711,2.5668746536364244,1,0,20230114,POR,DAL,1970,,,,,2581,5.712472772428029,0,0
Shot Chart Detail,22300346,458,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,2,20,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.1977900819418523,-9.550977559831898,22.50046909480269,1,0,20231217,MIL,HOU,1970,,,,,1580,24.443655247008035,0,0
Shot Chart Detail,22300361,644,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,3,57,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.392827468259919,-2.923029459580322,24.79055645975917,1,0,20231219,MIL,SAS,1970,,,,,2397,24.962287371274325,0,0
Shot Chart Detail,22300401,483,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,1,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.4746970884632019,1.8936154626800643,4.534298884962176,1,0,20231225,NYK,MIL,1970,,,,,1534,4.913821923785015,0,0
Shot Chart Detail,22300880,114,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,2,0,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.8689133493122734,-1.7258092579309832,16.352426999562248,1,0,20240304,MIL,LAC,1970,,,,,120,16.443244399168087,1,0
Shot Chart Detail,22300096,297,202691,Klay Thompson,1610612744,Golden State Warriors,2,0,14,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.3949992871912689,8.995105910378353,15.570345277082389,1,0,20231029,HOU,GSW,1970,,,,,734,17.981868156186817,0,0
Shot Chart Detail,22200597,89,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,4,19,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.3833771131824704,-12.528833083474536,20.116628191426805,1,0,20230108,TOR,POR,1970,,,,,259,23.699164293824243,0,0
Shot Chart Detail,22300490,76,202691,Klay Thompson,1610612744,Golden State Warriors,1,5,53,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.9510125601262995,6.046982194370847,1.425401143891734,1,0,20240105,GSW,DET,1970,,,,,353,6.212709721212309,0,0
Shot Chart Detail,22300346,295,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,2,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0762401574663856,3.795876104679108,8.74780204878577,1,0,20231217,MIL,HOU,1970,,,,,873,9.535864726746828,0,0
Shot Chart Detail,22200051,314,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,0,0,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.3330703726182551,8.127537040409305,9.225622551370046,1,0,20221024,POR,DEN,1970,,,,,720,12.295079088951514,0,0
